0;AmountOfMovement;0

0;AmountOfMovement;0

38,1;AmountOfMovement;78,40989

100,02;AmountOfMovement;101,7214

138,12;AmountOfMovement;71,74152

166,68;AmountOfMovement;115,7332

166,68;AmountOfMovement;0

181,46;AmountOfMovement;58,0662

239,46;AmountOfMovement;148,3423

252,2;AmountOfMovement;49,11074

270,16;AmountOfMovement;50,70562

349,38;AmountOfMovement;212,7492

352,22;AmountOfMovement;44,5354

354,08;AmountOfMovement;8,109345

418,86;AmountOfMovement;150,5938

436,74;AmountOfMovement;60,18863

449,4;AmountOfMovement;25,9912

489,44;AmountOfMovement;87,95055

541,86;AmountOfMovement;129,5311

549,42;AmountOfMovement;17,93748

578,08;AmountOfMovement;117,9113

603,42;AmountOfMovement;86,74435

637,4;AmountOfMovement;111,8516

641,88;AmountOfMovement;31,97986

712,2;AmountOfMovement;187,2205

737,42;AmountOfMovement;65,18741

784,06;AmountOfMovement;130,6143

807,68;AmountOfMovement;63,94436

807,68;AmountOfMovement;0

822,84;AmountOfMovement;31,26565

867,34;AmountOfMovement;108,6494

867,34;AmountOfMovement;0

903,38;AmountOfMovement;94,15046

938,94;AmountOfMovement;93,53149

970,74;AmountOfMovement;98,28876

984,78;AmountOfMovement;46,04047

994,74;AmountOfMovement;27,13776

1005,46;AmountOfMovement;29,02773

1067,36;AmountOfMovement;161,2951

1087,38;AmountOfMovement;93,43185

1121,38;AmountOfMovement;108,1327

1135,42;AmountOfMovement;66,32529

1140,06;AmountOfMovement;39,3471

1184,08;AmountOfMovement;136,0173

1194,72;AmountOfMovement;75,29613

1230,84;AmountOfMovement;103,672

1252,08;AmountOfMovement;60,90559

1356,1;AmountOfMovement;249,794

1356,1;AmountOfMovement;0

1373,44;AmountOfMovement;76,75827

1389,4;AmountOfMovement;54,76352

1399,42;AmountOfMovement;19,391

1425,42;AmountOfMovement;93,05454

1440,22;AmountOfMovement;71,48526

1459,46;AmountOfMovement;99,43706

1473,4;AmountOfMovement;69,74689

1524,08;AmountOfMovement;130,5431

1587,52;AmountOfMovement;183,4086

1648,76;AmountOfMovement;177,7865

1659,48;AmountOfMovement;66,26436

1688,16;AmountOfMovement;85,00182

1698,08;AmountOfMovement;42,55852

1796,06;AmountOfMovement;225,8125

1796,06;AmountOfMovement;0

1801,38;AmountOfMovement;19,11812

1827,5;AmountOfMovement;71,75969

1836,1;AmountOfMovement;43,38526

1842,12;AmountOfMovement;32,65602

1864,26;AmountOfMovement;60,09639

1898,26;AmountOfMovement;106,287

1915,34;AmountOfMovement;89,84917

1915,34;AmountOfMovement;0

1921,44;AmountOfMovement;44,22912

1972,74;AmountOfMovement;163,305

1990,54;AmountOfMovement;74,20453

2074,72;AmountOfMovement;239,0289

2081,44;AmountOfMovement;49,76944

2092,28;AmountOfMovement;56,36902

2111,68;AmountOfMovement;95,48207

2111,68;AmountOfMovement;0

2151,66;AmountOfMovement;192,5432

2170,84;AmountOfMovement;144,029

2290,06;AmountOfMovement;284,8714

2331,78;AmountOfMovement;150,2933

2414,2;AmountOfMovement;231,9733

2422,16;AmountOfMovement;65,69241

2446,72;AmountOfMovement;108,3579

2465,54;AmountOfMovement;60,12647

2514,2;AmountOfMovement;169,7829

2520,08;AmountOfMovement;63,89539

2521,38;AmountOfMovement;34,17541

2562,22;AmountOfMovement;104,4967

2605,4;AmountOfMovement;140,8262

2618,86;AmountOfMovement;53,62127

2634,9;AmountOfMovement;51,55859

2673,42;AmountOfMovement;108,2248

2686,88;AmountOfMovement;44,27671

2708,06;AmountOfMovement;71,68122

2754,12;AmountOfMovement;133,1644

2768,76;AmountOfMovement;54,77016

2772,76;AmountOfMovement;21,90033

2779,56;AmountOfMovement;52,52232

2788,1;AmountOfMovement;51,52329

2798,1;AmountOfMovement;45,23681

2826,14;AmountOfMovement;83,07523

2842,8;AmountOfMovement;68,99165

2858,78;AmountOfMovement;65,70921

