0;AmountOfMovement;0

0;AmountOfMovement;0

64,08;AmountOfMovement;159,3158

128,82;AmountOfMovement;130,2914

264,1;AmountOfMovement;327,7346

304,06;AmountOfMovement;155,6483

328,84;AmountOfMovement;62,37546

406,08;AmountOfMovement;212,6254

438,8;AmountOfMovement;107,7273

484,72;AmountOfMovement;128,8016

528,12;AmountOfMovement;114,2391

651,48;AmountOfMovement;289,4551

684,74;AmountOfMovement;107,5717

738,88;AmountOfMovement;144,8669

764,72;AmountOfMovement;80,81879

774,72;AmountOfMovement;51,20881

803,38;AmountOfMovement;100,9461

828,78;AmountOfMovement;83,56548

902,78;AmountOfMovement;178,7966

1003,4;AmountOfMovement;267,1619

1016,82;AmountOfMovement;59,96941

1126,46;AmountOfMovement;259,7068

1203,42;AmountOfMovement;283,5031

1326,48;AmountOfMovement;243,2251

1368,18;AmountOfMovement;166,1617

1381,4;AmountOfMovement;58,42985

1403,44;AmountOfMovement;90,16119

1446,18;AmountOfMovement;112,1556

1496,88;AmountOfMovement;117,1053

1522,06;AmountOfMovement;68,80892

1606,12;AmountOfMovement;194,8387

1617,54;AmountOfMovement;51,65456

1629,38;AmountOfMovement;54,53915

1634,88;AmountOfMovement;34,75844

1696,9;AmountOfMovement;136,0925

1742,84;AmountOfMovement;133,0255

1745,48;AmountOfMovement;43,25967

1748,08;AmountOfMovement;21,19236

1758,76;AmountOfMovement;36,06607

1831,38;AmountOfMovement;239,7004

1836,1;AmountOfMovement;45,83965

1862,88;AmountOfMovement;67,01601

1882,86;AmountOfMovement;89,02647

1884,12;AmountOfMovement;8,556796

1886,72;AmountOfMovement;20,41292

1892,12;AmountOfMovement;32,85077

1894,82;AmountOfMovement;29,20446

1906,12;AmountOfMovement;53,16324

1937,48;AmountOfMovement;79,56622

1995,4;AmountOfMovement;163,316

2038,94;AmountOfMovement;139,5215

2051,38;AmountOfMovement;33,28443

2111,52;AmountOfMovement;154,4054

2142,74;AmountOfMovement;77,02068

2243,56;AmountOfMovement;225,4733

2342,76;AmountOfMovement;244,9371

2411,86;AmountOfMovement;185,9282

2442,84;AmountOfMovement;99,16723

2443,58;AmountOfMovement;21,78942

2467,38;AmountOfMovement;43,86444

2540,16;AmountOfMovement;196,2513

2579,48;AmountOfMovement;117,7918

2580,72;AmountOfMovement;15,49722

2628,82;AmountOfMovement;115,8887

2630,06;AmountOfMovement;22,03919

2656,82;AmountOfMovement;65,36945

2720,2;AmountOfMovement;149,9363

2736,8;AmountOfMovement;60,24933

2782,06;AmountOfMovement;115,8178

2887;AmountOfMovement;219,7166

2967,48;AmountOfMovement;162,5394

2982,08;AmountOfMovement;58,693

3000,06;AmountOfMovement;56,73076

3081,46;AmountOfMovement;198,3692

3128,78;AmountOfMovement;151,1611

3153,42;AmountOfMovement;93,94251

3198,16;AmountOfMovement;101,618

3289,4;AmountOfMovement;175,7715

3349,46;AmountOfMovement;245,208

3370,14;AmountOfMovement;114,0279

3387,48;AmountOfMovement;67,64025

3456,82;AmountOfMovement;154,5461

3480,74;AmountOfMovement;73,06392

3517,52;AmountOfMovement;73,89174

3562,16;AmountOfMovement;113,2019

3674,14;AmountOfMovement;263,135

3680,76;AmountOfMovement;26,55843

3700,68;AmountOfMovement;56,3956

3700,68;AmountOfMovement;0

3725,4;AmountOfMovement;59,05833

3773,52;AmountOfMovement;139,8262

3847,52;AmountOfMovement;189,1092

3861,38;AmountOfMovement;46,74124

3890,76;AmountOfMovement;85,62337

3932,1;AmountOfMovement;103,7983

3956,86;AmountOfMovement;59,09223

3990,12;AmountOfMovement;78,02397

4044,72;AmountOfMovement;111,5399

4114,72;AmountOfMovement;173,8281

4153,8;AmountOfMovement;126,7586

4174,76;AmountOfMovement;117,2409

4290,8;AmountOfMovement;255,4332

4374;AmountOfMovement;206,0776

4374,78;AmountOfMovement;13,57826

4414,08;AmountOfMovement;99,08048

